date,pnl
2002-01-08,0
2002-01-09,19.3630506544079874259124
2002-01-10,19.3667999317144391218134
2002-01-11,19.3705499349953548401798
2002-01-14,19.3743006643913053842181
2002-01-15,19.3780521200428887759310
2002-01-16,19.3818043020907302613872
2002-01-17,19.3855572106754823159932
2002-01-18,19.3893108459378246497655
2002-01-21,19.3930652080184642126040
2002-01-22,19.3968202970581351995667
2002-01-23,19.4005761131975990561451
2002-01-24,19.4043326565776444835405
2002-01-25,19.4080899273390874439420
2002-01-28,19.4118479256227711658046
2002-01-29,19.4156066515695661491291
2002-01-30,19.4193661053203701707424
2002-01-31,19.4231262870161082895795
2002-02-01,19.4268871967977328519657
2002-02-04,19.4306488348062234969007
2002-02-05,19.4344112011825871613432
2002-02-06,19.4381742960678580854963
2002-02-07,19.4419381196030978180945
2002-02-08,19.4457026719293952216917
2002-02-11,19.4494679531878664779494
2002-02-12,19.4532339635196550929269
2002-02-13,19.4570007030659319023723
2002-02-14,19.4607681719678950770139
2002-02-15,19.4645363703667701278534
2002-02-18,19.4683052984038099114598
2002-02-19,19.4720749562202946352641
2002-02-20,19.4758453439575318628555
2002-02-21,19.4796164617568565192784
2002-02-22,19.4833883097596308963304
2002-02-25,19.4871608881072446578609
2002-02-26,19.4909341969411148450720
2002-02-27,19.4947082364026858818187
2002-02-28,19.4984830066334295799117
2002-03-01,19.5022585077748451444203
2002-03-04,19.5060347399684591789763
2002-03-05,19.5098117033558256910798
2002-03-06,19.5135893980785260974048
2002-03-07,19.5173678242781692291068
2002-03-08,19.5211469820963913371311
2002-03-11,19.5249268716748560975219
2002-03-12,19.5287074931552546167328
2002-03-13,19.5324888466793054369381
2002-03-14,19.5362709323887545413453
2002-03-15,19.5400537504253753595082
2002-03-18,19.5438373009309687726419
2002-03-19,19.5476215840473631189376
2002-03-20,19.5514065999164141988798
2002-03-21,19.5551923486800052805633
2002-03-22,19.5589788304800471050121
2002-03-26,19.5627660454584778914986
2002-03-27,19.5665539937572633428649
2002-03-28,19.5703426755183966508438
2002-04-01,19.5741320908838985013817
2002-04-02,19.5779222399958170799625
2002-04-03,19.5817131229962280769322
2002-04-04,19.5855047400272346928246
2002-04-05,19.5892970912309676436882
2002-04-08,19.5930901767495851664141
2002-04-09,19.5968839967252730240649
2002-04-10,19.6006785513002445112043
2002-04-11,19.6044738406167404592285
2002-04-12,19.6082698648170292416979
2002-04-15,19.6120666240434067796698
2002-04-16,19.6158641184381965470333
2002-04-17,19.6196623481437495758435
2002-04-18,19.6234613133024444616580
2002-04-19,19.6272610140566873688740
2002-04-22,19.6310614505489120360665
2002-04-23,19.6348626229215797813274
2002-04-24,19.6386645313171795076057
2002-04-25,19.6424671758782277080491
2002-04-26,19.6462705567472684713458
2002-04-29,19.6500746740668734870682
2002-04-30,19.6538795279796420510172
2002-05-02,19.6576851186282010705675
2002-05-03,19.6614914461552050700142
2002-05-06,19.6652985107033361959202
2002-05-07,19.6691063124153042224647
2002-05-08,19.6729148514338465567927
2002-05-09,19.6767241279017282443657
2002-05-10,19.6805341419617419743133
2002-05-13,19.6843448937567080847857
2002-05-14,19.6881563834294745683077
2002-05-15,19.6919686111229170771332
2002-05-16,19.6957815769799389286009
2002-05-17,19.6995952811434711104913
2002-05-20,19.7034097237564722863846
2002-05-21,19.7072249049619288010191
2002-05-22,19.7110408249028546856519
2002-05-23,19.7148574837222916634191
2002-05-24,19.7186748815633091546981
2002-05-27,19.7224930185690042824709
2002-05-28,19.7263118948825018776876
2002-05-29,19.7301315106469544846321
2002-05-30,19.7339518660055423662878
2002-05-31,19.7377729611014735097048
2002-06-03,19.7415947960779836313687
2002-06-04,19.7454173710783361825690
2002-06-05,19.7492406862458223547701
2002-06-06,19.7530647417237610849824
2002-06-07,19.7568895376554990611344
2002-06-10,19.7607150741844107274467
2002-06-11,19.7645413514538982898060
2002-06-12,19.7683683696073917211408
2002-06-13,19.7721961287883487667979
2002-06-14,19.7760246291402549499201
2002-06-17,19.7798538708066235768246
2002-06-18,19.7836838539309957423829
2002-06-19,19.7875145786569403354012
2002-06-20,19.7913460451280540440026
2002-06-21,19.7951782534879613610096
2002-06-24,19.7990112038803145893279
2002-06-25,19.8028448964487938473315
2002-06-26,19.8066793313371070742485
2002-06-27,19.8105145086889900355480
2002-06-28,19.8143504286482063283281
2002-07-01,19.8181870913585473867052
2002-07-02,19.8220244969638324872038
2002-07-03,19.8258626456079087541479
2002-07-04,19.8297015374346511650528
2002-07-05,19.8335411725879625560189
2002-07-08,19.8373815512117736271255
2002-07-09,19.8412226734500429478260
2002-07-10,19.8450645394467569623451
2002-07-11,19.8489071493459299950750
2002-07-12,19.8527505032916042559750
2002-07-15,19.8565946014278498459702
2002-07-16,19.8604394438987647623523
2002-07-17,19.8642850308484749041814
2002-07-18,19.8681313624211340776882
2002-07-19,19.8719784387609240016782
2002-07-22,19.8758262600120543129359
2002-07-23,19.8796748263187625716310
2002-07-24,19.8835241378253142667249
2002-07-25,19.8873741946760028213787
2002-07-26,19.8912249970151495983622
2002-07-29,19.8950765449871039054638
2002-07-30,19.8989288387362430009015
2002-07-31,19.9027818784069720987348
2002-08-01,19.9066356641437243742780
2002-08-02,19.9104901960909609695144
2002-08-05,19.9143454743931709985113
2002-08-06,19.9182014991948715528363
2002-08-07,19.9220582706406077069748
2002-08-08,19.9259157888749525237482
2002-08-09,19.9297740540425070597330
2002-08-12,19.9336330662879003706818
2002-08-13,19.9374928257557895169445
2002-08-14,19.9413533325908595688908
2002-08-16,19.9452145869378236123338
2002-08-19,19.9490765889414227539549
2002-08-20,19.9529393387464261267292
2002-08-21,19.9568028364976308953524
2002-08-22,19.9606670823398622616683
2002-08-23,19.9645320764179734700983
2002-08-26,19.9683978188768458130706
2002-08-27,19.9722643098613886364515
2002-08-28,19.9761315495165393449774
2002-08-29,19.9799995379872634076878
2002-08-30,19.9838682754185543633593
2002-09-02,19.9877377619554338259410
2002-09-03,19.9916079977429514899904
2002-09-04,19.9954789829261851361110
2002-09-05,19.9993507176502406363903
2002-09-06,20.0032232020602519598395
2002-09-09,20.0070964363013811778335
2002-09-11,20.0109704205188184695529
2002-09-12,20.0148451548577821274258
2002-09-13,20.0187206394635185625724
2002-09-16,20.0225968744813023102485
2002-09-17,20.0264738600564360352922
2002-09-18,20.0303515963342505375699
2002-09-19,20.0342300834601047574245
2002-09-20,20.0381093215793857811242
2002-09-23,20.0419893108375088463123
2002-09-24,20.0458700513799173474581
2002-09-25,20.0497515433520828413093
2002-09-26,20.0536337868995050523446
2002-09-27,20.0575167821677118782283
2002-09-30,20.0614005293022593952649
2002-10-01,20.0652850284487318638560
2002-10-03,20.0691702797527417339571
2002-10-04,20.0730562833599296505363
2002-10-07,20.0769430394159644590333
2002-10-08,20.0808305480665432108203
2002-10-09,20.0847188094573911686635
2002-10-10,20.0886078237342618121853
2002-10-11,20.0924975910429368433283
2002-10-14,20.0963881115292261918199
2002-10-16,20.1002793853389680206380
2002-10-17,20.1041714126180287314779
2002-10-18,20.1080641935123029702202
2002-10-21,20.1119577281677136323995
2002-10-22,20.1158520167302118686749
2002-10-23,20.1197470593457770903004
2002-10-24,20.1236428561604169745975
2002-10-25,20.1275394073201674704283
2002-10-28,20.1314367129710928036695
2002-10-29,20.1353347732592854826879
2002-10-30,20.1392335883308663038167
2002-10-31,20.1431331583319843568329
2002-11-01,20.1470334834088170304359
2002-11-04,20.1509345637075700177267
2002-11-05,20.1548363993744773216889
2002-11-07,20.1587389905558012606701
2002-11-08,20.1626423373978324738646
2002-11-11,20.1665464400468899267975
2002-11-12,20.1704512986493209168091
2002-11-13,20.1743569133515010785411
2002-11-14,20.1782632842998343894235
2002-11-15,20.1821704116407531751625
2002-11-18,20.1860782955207181152299
2002-11-20,20.1899869360862182483528
2002-11-21,20.1938963334837709780053
2002-11-22,20.1978064878599220779005
2002-11-25,20.2017173993612456974838
2002-11-26,20.2056290681343443674275
2002-11-27,20.2095414943258490051260
2002-11-28,20.2134546780824189201928
2002-11-29,20.2173686195507418199576
2002-12-02,20.2212833188775338149653
2002-12-03,20.2251987762095394244754
2002-12-04,20.2291149916935315819632
2002-12-05,20.2330319654763116406214
2002-12-06,20.2369496977047093788631
2002-12-09,20.2408681885255830058256
2002-12-10,20.2447874380858191668759
2002-12-11,20.2487074465323329491163
2002-12-12,20.2526282140120678868920
2002-12-13,20.2565497406719959672992
2002-12-16,20.2604720266591176356942
2002-12-17,20.2643950721204618012042
2002-12-18,20.2683188772030858422385
2002-12-19,20.2722434420540756120010
2002-12-20,20.2761687668205454440040
2002-12-23,20.2800948516496381575827
2002-12-24,20.2840216966885250634107
2002-12-26,20.2879493020844059690173
2002-12-27,20.2918776679845091843050
2002-12-30,20.2958067945360915270686
2002-12-31,20.2997366818864383285150
2003-01-01,20.3036673301828634387845
2003-01-02,20.3075987395727092324727
2003-01-03,20.3115309102033466141539
2003-01-06,20.3154638422221750239053
2003-01-07,20.3193975357766224428324
2003-01-08,20.3233319910141453985953
2003-01-09,20.3272672080822289709362
2003-01-10,20.3312031871283867972080
2003-01-13,20.3351399283001610779041
2003-01-14,20.3390774317451225821887
2003-01-15,20.3430156976108706534290
2003-01-16,20.3469547260450332147275
2003-01-17,20.3508945171952667744566
2003-01-20,20.3548350712092564317929
2003-01-21,20.3587763882347158822538
2003-01-22,20.3627184684193874232342
2003-01-23,20.3666613119110419595450
2003-01-24,20.3706049188574790089523
2003-01-27,20.3745492894065267077175
2003-01-28,20.3784944237060418161391
2003-01-29,20.3824403219039097240949
2003-01-30,20.3863869841480444565856
2003-01-31,20.3903344105863886792795
2003-02-03,20.3942826013669137040584
2003-02-04,20.3982315566376194945640
